CTR,titleWords,adWords,depth,position,advCTR,advCTRInPos,queryCTR,queryCTRInPos,gender,age
0.0486,6,14,2,2,0.0284,0.0189,0.1,0.0149,male,13-18
0.029,6,14,1,1,0.0273,0.0356,0.0595,0.0652,female,19-24
0.1762,5,25,2,1,0.0719,0.0745,0.0348,0.0755,male,19-24
0.008,14,24,3,1,0.011,0.0139,0.0043,0.0071,unknown,unknown
0.0345,5,15,2,1,0.0194,0.0276,0.0098,0.0116,unknown,unknown
0.0248,12,25,2,2,0.025,0.021,0.0707,0.0324,male,19-24
0.0435,10,26,3,2,0.0208,0.0146,0.048,0.0393,female,25-30
0.0132,10,20,1,1,0.0284,0.0337,0.0123,0.034,male,31-40
0.0269,6,23,2,2,0.1057,0.0868,0.0198,0.0277,female,19-24
0.1825,9,23,2,1,0.1944,0.2042,0.0857,0.1102,unknown,unknown
0.1212,16,26,1,1,0.0895,0.0943,0.0027,0.0,female,13-18
0.0091,8,13,3,2,0.0154,0.0138,0.0835,0.0633,unknown,unknown
0.0,9,21,2,2,0.0375,0.0217,0.0316,0.015,male,13-18
0.1378,8,24,2,2,0.0426,0.0308,0.037,0.0235,male,13-18
0.0,7,15,2,2,0.1058,0.0869,0.0191,0.0012,male,19-24
0.0268,10,31,2,2,0.105,0.0415,0.0533,0.0219,male,19-24
0.0379,10,17,2,1,0.0194,0.0221,0.0145,0.0228,male,13-18
0.2468,9,23,2,1,0.1417,0.1718,0.0736,0.0969,female,25-30
0.0959,10,21,1,1,0.0494,0.0553,0.0405,0.052,unknown,unknown
0.046,7,21,1,1,0.04,0.0418,0.0145,0.0179,female,25-30
0.1019,9,23,3,1,0.1427,0.1731,0.0506,0.0738,male,19-24
0.0355,11,16,1,1,0.062,0.0684,0.0317,0.0205,female,31-40
0.0268,8,25,3,1,0.0426,0.0491,0.0131,0.0444,female,13-18
0.0963,11,28,1,1,0.0355,0.0452,0.0282,0.0343,male,19-24
0.075,8,24,2,1,0.0426,0.0491,0.0586,0.111,unknown,unknown
0.1118,8,28,1,1,0.0542,0.0769,0.0874,0.1142,unknown,unknown
0.0159,4,18,1,1,0.0361,0.0501,0.025,0.0361,unknown,unknown
0.1416,6,21,3,1,0.2323,0.2533,0.0389,0.0931,unknown,unknown
0.0276,6,14,1,1,0.0273,0.0356,0.0115,0.0115,male,19-24
0.0343,7,15,1,1,0.0273,0.0356,0.0315,0.0567,unknown,unknown
0.0053,8,16,2,2,0.0273,0.0221,0.0528,0.0349,unknown,unknown
0.0775,8,21,2,2,0.0308,0.0271,0.0352,0.0351,unknown,unknown
0.004,7,24,3,3,0.0344,0.01,0.156,0.0112,unknown,unknown
0.1009,8,22,2,1,0.0233,0.0293,0.0699,0.1246,female,19-24
0.023,8,23,2,1,0.0249,0.0302,0.0938,0.1667,unknown,unknown
0.0,14,24,3,2,0.1058,0.042,0.0026,0.0018,male,19-24
0.0244,7,21,1,1,0.0407,0.0426,0.0074,0.011,unknown,unknown
0.0256,8,20,1,1,0.039,0.0428,0.0237,0.027,female,19-24
0.0513,12,21,2,2,0.045,0.0396,0.1243,0.0467,female,19-24
0.0,14,28,2,1,0.0435,0.0646,0.02,0.0316,male,0-12
0.0061,7,15,1,1,0.0097,0.0109,0.0467,0.065,unknown,unknown
0.0054,8,23,2,1,0.0344,0.0443,0.0141,0.0161,unknown,unknown
0.2937,7,15,2,1,0.1056,0.1215,0.0349,0.0446,female,25-30
0.0289,5,19,2,1,0.0771,0.0789,0.0303,0.0528,female,13-18
0.2407,4,25,2,1,0.1055,0.1214,0.0616,0.084,female,19-24
0.0179,11,25,1,1,0.0273,0.0356,0.0244,0.0282,unknown,unknown
0.0256,13,27,3,1,0.0361,0.0463,0.0152,0.0241,unknown,unknown
0.0165,6,14,2,2,0.0273,0.0221,0.0732,0.0,female,13-18
0.1016,12,26,2,2,0.0494,0.041,0.1682,0.0966,female,19-24
0.2657,12,23,1,1,0.1693,0.175,0.0138,0.0147,female,19-24
0.014,18,33,1,1,0.0265,0.0309,0.018,0.0219,unknown,unknown
0.0056,13,23,2,2,0.013,0.0091,0.0137,0.0098,male,19-24
0.0602,10,18,2,1,0.0284,0.0337,0.056,0.0686,unknown,unknown
0.2696,10,23,2,1,0.1957,0.2015,0.0828,0.1235,male,31-40
0.0071,7,24,2,2,0.0195,0.014,0.012,0.006,unknown,unknown
0.0345,8,24,2,1,0.0426,0.0491,0.0396,0.062,female,13-18
0.0112,10,23,2,1,0.0268,0.0335,0.0051,0.0072,unknown,unknown
0.0,10,12,1,1,0.0424,0.0468,0.0174,0.0246,unknown,unknown
0.0385,13,25,1,1,0.0191,0.0243,0.0011,0.0021,female,0-12
0.0,10,25,2,2,0.0477,0.0137,0.0073,0.0055,male,13-18
0.0079,12,24,3,2,0.0406,0.0423,0.0448,0.0454,unknown,unknown
0.0997,5,23,2,1,0.0284,0.0337,0.0153,0.0847,female,19-24
0.0067,7,19,2,2,0.024,0.019,0.0735,0.0606,male,19-24
0.0903,13,22,2,1,0.0345,0.0522,0.0485,0.0799,unknown,unknown
0.0,10,24,1,1,0.049,0.0629,0.0038,0.0035,female,19-24
0.0645,4,13,2,1,0.0284,0.0337,0.0145,0.0204,male,19-24
0.0511,11,14,2,1,0.0294,0.0354,0.0243,0.0312,unknown,unknown
0.2417,7,22,2,2,0.0426,0.0308,0.0752,0.0242,male,19-24
0.093,11,22,1,1,0.0494,0.0554,0.0,0.0,male,31-40
0.0097,9,17,2,1,0.0545,0.0674,0.0352,0.0459,unknown,unknown
0.0039,5,14,1,1,0.0284,0.0337,0.0,0.0,female,13-18
0.05,7,22,1,1,0.0426,0.0491,0.0252,0.0382,male,0-12
0.0,6,25,1,1,0.0426,0.0491,0.0133,0.019,unknown,unknown
0.0148,11,17,2,1,0.0095,0.0151,0.0473,0.0692,female,19-24
0.0495,9,23,2,1,0.0426,0.0491,0.0408,0.0586,male,19-24
0.0377,8,16,2,2,0.0284,0.0189,0.0365,0.0233,unknown,unknown
0.0629,9,20,2,2,0.0876,0.072,0.1029,0.0717,male,25-30
0.1487,16,26,1,1,0.0878,0.0926,0.0049,0.0049,male,19-24
0.005,7,24,2,1,0.0426,0.0491,0.0542,0.0816,unknown,unknown
0.0774,7,17,2,1,0.0611,0.0543,0.0506,0.0611,unknown,unknown
0.0419,6,14,1,1,0.0273,0.0356,0.0297,0.033,female,19-24
0.0,8,28,1,1,0.0152,0.0171,0.0167,0.0182,male,25-30
0.013,9,24,1,1,0.0706,0.0908,0.0089,0.011,male,25-30
0.0677,5,23,2,1,0.0284,0.0337,0.0214,0.0808,female,19-24
0.02,6,25,2,1,0.0376,0.0399,0.0444,0.0619,male,19-24
0.1102,9,23,2,1,0.1962,0.202,0.0388,0.052,unknown,unknown
0.14,9,23,2,1,0.1946,0.2045,0.0897,0.1144,male,19-24
0.1986,12,30,2,1,0.0254,0.0337,0.0682,0.1275,unknown,unknown
0.0992,7,21,2,1,0.0396,0.0414,0.0337,0.0421,female,19-24
0.0592,10,22,2,1,0.0376,0.0529,0.0549,0.0834,unknown,unknown
0.1659,12,21,2,1,0.0486,0.0618,0.0528,0.0832,unknown,unknown
0.0221,7,24,2,2,0.0426,0.0309,0.0373,0.0317,unknown,unknown
0.0,12,25,3,1,0.0211,0.024,0.0191,0.0268,unknown,unknown
0.0192,7,18,1,1,0.0273,0.0356,0.0098,0.0176,female,19-24
0.0053,6,14,1,1,0.0273,0.0356,0.035,0.036,unknown,unknown
0.1571,11,26,1,1,0.0543,0.0579,0.0895,0.1054,male,13-18
0.0402,6,19,1,1,0.0337,0.0369,0.0083,0.0107,unknown,unknown
0.0096,14,25,2,1,0.0232,0.0306,0.0194,0.0209,unknown,unknown
0.1286,8,16,2,1,0.0273,0.0356,0.0333,0.056,unknown,unknown
0.1205,9,25,2,2,0.0507,0.0356,0.1109,0.0833,female,19-24
0.0,11,21,2,2,0.0194,0.0024,0.0609,0.0,female,19-24
0.0439,7,15,2,2,0.0273,0.0221,0.0643,0.0444,unknown,unknown
0.09,6,20,1,1,0.0919,0.0982,0.0232,0.0359,male,19-24
0.0,5,17,2,1,0.0333,0.0458,0.0062,0.0109,male,13-18
0.0248,6,19,1,1,0.0341,0.0375,0.0,0.0,unknown,unknown
0.0599,6,22,1,1,0.0426,0.0491,0.0467,0.0471,unknown,unknown
0.0462,8,24,2,1,0.0426,0.0491,0.0402,0.0689,unknown,unknown
0.0209,6,16,2,2,0.0284,0.0189,0.0362,0.0245,unknown,unknown
0.0269,6,23,1,1,0.0345,0.0458,0.029,0.0293,male,0-12
0.1296,9,20,2,1,0.0338,0.0441,0.0525,0.0584,unknown,unknown
0.0,13,26,1,1,0.0292,0.0364,0.0097,0.0128,male,13-18
0.0671,9,24,2,2,0.0305,0.026,0.0218,0.0198,unknown,unknown
0.1736,9,21,2,2,0.0442,0.0192,0.1355,0.0584,male,19-24
0.0714,8,16,2,1,0.0273,0.0356,0.0377,0.0853,female,31-40
0.0401,8,24,1,1,0.0426,0.0491,0.0651,0.1203,female,19-24
0.0336,5,23,1,1,0.0426,0.0491,0.0434,0.0513,unknown,unknown
0.068,7,24,2,1,0.0426,0.0491,0.0379,0.0579,unknown,unknown
0.0087,3,22,1,1,0.0161,0.018,0.0336,0.0492,male,19-24
0.0059,7,15,2,2,0.0273,0.0221,0.0196,0.0081,unknown,unknown
0.017,12,17,2,2,0.0527,0.0422,0.0233,0.0172,unknown,unknown
0.0069,6,16,2,2,0.0284,0.0189,0.0531,0.0237,male,19-24
0.0094,14,25,2,2,0.0142,0.012,0.0238,0.011,unknown,unknown
0.0,9,12,1,1,0.0207,0.0217,0.0383,0.0432,male,25-30
0.1429,12,20,1,1,0.0581,0.062,0.0192,0.0239,male,0-12
0.0137,4,10,2,1,0.0249,0.0318,0.0136,0.0211,female,31-40
0.0079,9,27,1,1,0.0273,0.0307,0.0174,0.0275,unknown,unknown
0.1172,9,20,2,1,0.0358,0.0399,0.0286,0.0536,male,19-24
0.1459,8,21,3,1,0.0498,0.0457,0.0386,0.0731,unknown,unknown
0.0,8,23,2,1,0.0249,0.0302,0.0769,0.1102,unknown,unknown
0.0905,10,29,2,1,0.1072,0.1417,0.0204,0.0439,unknown,unknown
0.0114,7,19,2,2,0.0346,0.0297,0.0382,0.0344,unknown,unknown
0.2955,3,8,1,1,0.2832,0.2988,0.0155,0.0159,male,13-18
0.027,6,21,2,1,0.1731,0.175,0.0074,0.0127,unknown,unknown
0.0,10,24,2,1,0.0211,0.0246,0.0,0.0,unknown,unknown
0.1165,6,21,2,1,0.1225,0.162,0.0254,0.0244,male,13-18
0.0049,6,14,1,1,0.0273,0.0356,0.0107,0.0158,female,25-30
0.1683,4,25,2,2,0.1055,0.0865,0.0586,0.0455,female,19-24
0.016,12,24,3,3,0.0446,0.011,0.0308,0.0093,unknown,unknown
0.0,11,22,2,1,0.0494,0.0553,0.0663,0.0889,unknown,unknown
0.0634,4,7,3,1,0.016,0.018,0.102,0.1726,unknown,unknown
0.0446,5,13,1,1,0.0402,0.0485,0.0291,0.0353,unknown,unknown
0.1826,10,23,2,1,0.1426,0.1727,0.058,0.0892,male,19-24
0.0267,13,25,2,1,0.0303,0.0353,0.016,0.019,unknown,unknown
0.0,15,25,2,2,0.0437,0.0174,0.0412,0.0114,unknown,unknown
0.0703,12,20,2,1,0.0584,0.0623,0.014,0.0282,male,13-18
0.0385,5,15,3,2,0.0284,0.0189,0.0646,0.0358,unknown,unknown
0.0,9,29,3,3,0.0336,0.0159,0.0478,0.0109,unknown,unknown
0.0459,6,22,1,1,0.0426,0.0491,0.0585,0.0585,male,19-24
0.084,4,27,3,3,0.016,0.006,0.0837,0.0703,unknown,unknown
0.0,12,33,2,1,0.0506,0.0657,0.0166,0.0293,unknown,unknown
0.0,11,17,2,2,0.0095,0.0069,0.0616,0.0192,unknown,unknown
0.0244,7,19,2,2,0.024,0.019,0.0133,0.0071,unknown,unknown
0.0373,3,19,2,1,0.0384,0.0384,0.0159,0.0,male,25-30
0.0286,11,32,3,2,0.0801,0.035,0.0728,0.1392,unknown,unknown
0.0718,4,13,2,2,0.0284,0.0189,0.0668,0.0484,unknown,unknown
0.0177,3,18,2,1,0.0155,0.0224,0.0163,0.0187,unknown,unknown
0.02,12,28,1,1,0.0537,0.0585,0.0063,0.0071,male,19-24
0.0508,11,20,2,1,0.0267,0.0315,0.0191,0.0275,unknown,unknown
0.1479,7,20,2,1,0.028,0.0346,0.1079,0.12,unknown,unknown
0.1184,7,21,1,1,0.1731,0.175,0.0251,0.0428,male,19-24
0.0,6,14,2,2,0.0273,0.0221,0.0557,0.0,female,13-18
0.1754,7,25,2,2,0.0462,0.0344,0.1225,0.1239,unknown,unknown
0.0578,6,14,1,1,0.0273,0.0356,0.0237,0.0247,male,19-24
0.0898,6,24,2,1,0.0208,0.0253,0.0478,0.0695,unknown,unknown
0.0648,8,16,2,1,0.0284,0.0337,0.0355,0.0481,unknown,unknown
0.0045,12,23,2,2,0.0226,0.0146,0.0138,0.0112,unknown,unknown
0.0,11,24,3,3,0.0337,0.016,0.0066,0.0012,unknown,unknown
0.0182,12,14,2,1,0.0249,0.0301,0.0307,0.0426,unknown,unknown
0.0093,10,31,2,1,0.0393,0.0427,0.0089,0.0196,unknown,unknown
0.0196,9,20,2,1,0.0498,0.0573,0.0311,0.0408,female,25-30
0.0197,11,26,1,1,0.0557,0.0595,0.0108,0.0109,male,0-12
0.1626,14,28,1,1,0.0431,0.0639,0.1323,0.1331,female,0-12
0.0339,11,17,2,1,0.0096,0.0151,0.047,0.0832,unknown,unknown
0.0025,12,24,2,1,0.057,0.0775,0.0445,0.0568,unknown,unknown
0.028,10,25,2,2,0.0465,0.0393,0.0208,0.0127,unknown,unknown
0.0407,6,23,2,2,0.0426,0.0308,0.065,0.046,unknown,unknown
0.0395,6,23,2,2,0.0426,0.0309,0.0328,0.029,unknown,unknown
0.0,9,17,3,2,0.0277,0.0258,0.0676,0.0514,unknown,unknown
0.0075,5,21,2,2,0.0104,0.0084,0.0141,0.004,male,19-24
0.1101,11,19,2,1,0.0235,0.0312,0.0148,0.0141,unknown,unknown
0.0233,5,18,1,1,0.0284,0.0337,0.0136,0.0132,female,13-18
0.0458,9,26,1,1,0.0359,0.0387,0.0152,0.025,male,25-30
0.1439,11,16,1,1,0.062,0.0682,0.014,0.0,male,41+
0.028,8,22,2,1,0.0211,0.024,0.02,0.0242,unknown,unknown
0.0513,11,28,2,1,0.0303,0.0352,0.0447,0.0616,unknown,unknown
0.0,3,13,3,1,0.0161,0.018,0.0612,0.084,unknown,unknown
0.0427,4,18,2,2,0.0344,0.026,0.0442,0.0391,male,19-24
0.0136,6,23,2,1,0.0284,0.0337,0.0488,0.0639,unknown,unknown
0.15,5,15,2,1,0.0284,0.0337,0.077,0.1105,unknown,unknown
0.0308,5,14,2,2,0.0284,0.019,0.0221,0.0151,unknown,unknown
0.1789,7,21,2,1,0.0426,0.0491,0.0182,0.0333,female,13-18
0.0086,5,19,1,1,0.0344,0.0457,0.0174,0.0325,female,19-24
0.0289,12,20,2,1,0.0264,0.0307,0.0218,0.0566,male,19-24
0.0435,8,25,1,1,0.0345,0.0463,0.0149,0.0163,unknown,unknown
0.0292,9,23,1,1,0.0273,0.0356,0.0191,0.022,unknown,unknown
0.0471,10,22,2,2,0.0375,0.0249,0.0451,0.0273,unknown,unknown
0.0244,10,19,3,3,0.0367,0.0169,0.0436,0.0172,unknown,unknown
0.0,10,25,2,1,0.0057,0.0067,0.0026,0.0036,male,19-24
0.0367,8,24,1,1,0.0273,0.0356,0.0267,0.0275,female,13-18
0.0275,9,30,1,1,0.0268,0.0289,0.0201,0.0298,male,25-30
0.0914,9,23,3,1,0.1422,0.1727,0.0417,0.0617,unknown,unknown
0.0805,10,19,2,1,0.0493,0.0553,0.0527,0.128,unknown,unknown
0.0407,3,7,1,1,0.016,0.018,0.0203,0.0282,male,41+
0.0,10,24,2,2,0.0313,0.0213,0.0351,0.0077,unknown,unknown
0.0143,7,24,3,1,0.0247,0.0318,0.0244,0.0403,unknown,unknown
0.0909,15,20,2,1,0.0454,0.0552,0.0286,0.0397,unknown,unknown
0.0054,8,24,3,1,0.0229,0.0267,0.0128,0.0193,unknown,unknown
0.0,9,25,3,3,0.0337,0.016,0.0602,0.0408,unknown,unknown
0.0,11,25,3,2,0.0148,0.0136,0.0416,0.0571,unknown,unknown
0.1008,4,17,2,1,0.0194,0.0206,0.0247,0.064,male,19-24
0.0,12,20,3,3,0.0585,0.0111,0.0143,0.0021,unknown,unknown
0.15,8,14,1,1,0.0617,0.0677,0.0434,0.0563,male,19-24
0.0777,12,23,2,2,0.0493,0.041,0.1312,0.1011,unknown,unknown
0.012,8,21,1,1,0.0426,0.0492,0.01,0.0095,female,13-18
0.0093,12,28,1,1,0.0494,0.0554,0.0133,0.0138,male,25-30
0.2017,7,22,2,1,0.0211,0.024,0.0818,0.1073,unknown,unknown
0.014,6,14,2,2,0.0273,0.0221,0.1732,0.0803,unknown,unknown
0.0422,7,28,2,2,0.0151,0.0114,0.0426,0.0288,unknown,unknown
0.0383,9,21,2,1,0.0756,0.0817,0.0787,0.1031,female,19-24
0.0,8,20,2,1,0.0149,0.02,0.0,0.0,unknown,unknown
0.0222,8,25,2,2,0.0426,0.0309,0.0358,0.0151,male,13-18
0.0083,13,19,2,1,0.0119,0.0172,0.032,0.0424,unknown,unknown
0.0344,6,20,1,1,0.0924,0.0987,0.0061,0.0238,male,19-24
0.041,7,15,2,2,0.0273,0.0221,0.0613,0.0449,unknown,unknown
0.1074,8,12,3,1,0.0277,0.032,0.0425,0.0591,unknown,unknown
0.0786,9,20,2,2,0.0426,0.0309,0.1413,0.0849,unknown,unknown
0.1437,12,20,1,1,0.0577,0.0616,0.0445,0.0633,male,19-24
0.0036,6,20,2,2,0.016,0.0135,0.0289,0.007,male,13-18
0.3333,11,24,2,1,0.1831,0.1861,0.0247,0.0575,female,19-24
0.0318,10,21,1,1,0.0494,0.0554,0.0231,0.0253,female,31-40
0.1111,9,24,2,1,0.0686,0.0755,0.0169,0.0204,male,19-24
0.0065,9,24,2,1,0.0244,0.0348,0.0232,0.0289,unknown,unknown
0.0423,6,19,2,2,0.0281,0.0207,0.0642,0.0384,male,19-24
0.1081,6,11,1,1,0.0292,0.0351,0.0,0.0,male,31-40
0.4159,3,10,2,1,0.2829,0.2979,0.0589,0.0794,unknown,unknown
0.0046,15,14,2,1,0.0374,0.0432,0.0207,0.0495,unknown,unknown
0.045,7,23,2,1,0.0426,0.0491,0.0272,0.0394,unknown,unknown
0.2718,6,22,1,1,0.1712,0.1731,0.0048,0.0179,female,25-30
0.0909,5,15,2,1,0.0284,0.0337,0.0812,0.1396,female,31-40
0.02,8,25,1,1,0.0426,0.0491,0.0615,0.065,unknown,unknown
0.1293,8,21,2,1,0.0426,0.0491,0.0393,0.0563,unknown,unknown
0.2624,19,23,2,1,0.0899,0.1109,0.0958,0.1294,unknown,unknown
0.0388,8,21,2,2,0.0169,0.0126,0.0244,0.0152,unknown,unknown
0.0,6,24,2,1,0.0637,0.0695,0.0249,0.0381,unknown,unknown
0.013,6,14,1,1,0.0273,0.0356,0.0982,0.1002,male,31-40
0.0273,7,19,1,1,0.0379,0.043,0.002,0.0034,unknown,unknown
0.0806,5,22,2,1,0.0232,0.0241,0.0579,0.0755,male,19-24
0.001,7,22,1,1,0.0235,0.0246,0.0006,0.0006,female,19-24
0.0543,7,15,2,2,0.0273,0.0221,0.0488,0.0246,unknown,unknown
0.0069,7,24,1,1,0.0284,0.0337,0.0044,0.0066,unknown,unknown
0.14,12,18,2,2,0.0478,0.0626,0.1687,0.1297,unknown,unknown
0.0,12,23,1,1,0.0069,0.0081,0.0003,0.0003,unknown,unknown
0.0752,7,21,1,1,0.0289,0.0341,0.0702,0.0848,female,25-30
0.0094,12,27,2,2,0.0142,0.012,0.0252,0.02,unknown,unknown
0.0241,1,25,2,2,0.0258,0.0209,0.0424,0.0365,unknown,unknown
0.0094,8,23,2,2,0.0817,0.035,0.0529,0.0337,unknown,unknown
0.0551,4,18,1,1,0.0359,0.0499,0.0424,0.0543,male,19-24
0.2348,10,24,2,1,0.0239,0.0289,0.1291,0.1588,unknown,unknown
0.0,5,19,2,1,0.0047,0.0044,0.0149,0.021,unknown,unknown
0.1869,10,23,2,1,0.0426,0.0491,0.1253,0.1791,male,19-24
0.0495,11,19,2,1,0.0354,0.0402,0.0132,0.018,male,19-24
0.0672,3,13,2,1,0.016,0.0179,0.0833,0.1795,female,19-24
0.007,12,26,1,1,0.0494,0.0554,0.0119,0.0178,female,19-24
0.068,7,24,2,2,0.0717,0.0616,0.1783,0.0465,male,19-24
0.0909,8,32,2,1,0.0382,0.041,0.0323,0.0622,female,19-24
0.0741,6,23,2,1,0.0284,0.0337,0.0409,0.0464,unknown,unknown
0.011,7,19,1,1,0.024,0.029,0.0446,0.0418,male,31-40
0.0,7,19,1,1,0.0284,0.0337,0.0184,0.0186,unknown,unknown
0.067,9,23,2,1,0.0426,0.0491,0.05,0.094,male,19-24
0.0086,8,14,1,1,0.0327,0.0329,0.0153,0.0305,female,25-30
0.1071,5,23,2,1,0.0426,0.0491,0.0434,0.0578,unknown,unknown
0.0476,7,15,2,2,0.0273,0.0221,0.0598,0.034,unknown,unknown
0.0191,10,22,1,1,0.0366,0.0424,0.0227,0.0345,male,25-30
0.0948,9,15,1,1,0.0622,0.0685,0.0,0.0,male,0-12
0.0201,7,17,3,2,0.0426,0.0309,0.0384,0.0289,unknown,unknown
0.0,11,24,2,2,0.0281,0.0137,0.0032,0.0015,male,31-40
0.0333,10,15,2,1,0.0621,0.0682,0.0234,0.0201,unknown,unknown
0.0056,11,18,3,1,0.0168,0.0152,0.006,0.0078,unknown,unknown
0.0075,6,21,2,2,0.0706,0.0485,0.0068,0.0128,male,25-30
0.0,10,10,1,1,0.0169,0.0209,0.0115,0.0155,unknown,unknown
0.0113,4,17,1,1,0.0234,0.0289,0.0219,0.0275,female,25-30
0.0077,5,22,1,1,0.1061,0.1736,0.0031,0.0038,female,0-12
0.0167,12,29,2,2,0.0354,0.0194,0.0423,0.0153,unknown,unknown
0.0245,6,21,1,1,0.024,0.029,0.0074,0.0084,female,25-30
0.101,10,23,2,1,0.0426,0.0491,0.0738,0.0937,unknown,unknown
0.0764,9,23,2,2,0.0426,0.0308,0.0769,0.05,unknown,unknown
0.0357,14,23,1,1,0.0795,0.0856,0.0388,0.0445,unknown,unknown
0.0,4,23,2,2,0.016,0.0098,0.0102,0.0028,female,19-24
0.0741,7,19,2,2,0.0244,0.0239,0.0288,0.0216,unknown,unknown
0.0469,12,26,2,1,0.0493,0.0553,0.0704,0.1036,unknown,unknown
0.0504,3,13,1,1,0.0221,0.0266,0.0144,0.0205,male,19-24
0.1875,7,24,2,2,0.1055,0.086,0.2299,0.2767,male,31-40
0.0189,10,24,1,1,0.0273,0.0356,0.0394,0.0423,unknown,unknown
0.015,6,14,1,1,0.0273,0.0356,0.026,0.0313,unknown,unknown
0.0784,7,26,2,1,0.0426,0.0491,0.0411,0.0678,male,25-30
0.0268,4,21,2,2,0.0284,0.019,0.0371,0.022,unknown,unknown
0.0526,7,26,2,1,0.0426,0.0491,0.033,0.0337,male,25-30
0.0093,14,27,2,2,0.0442,0.02,0.0242,0.0085,male,19-24
0.0153,11,25,1,1,0.0226,0.0246,0.0556,0.0664,unknown,unknown
0.0009,9,17,2,2,0.0255,0.0242,0.0089,0.0061,unknown,unknown
0.0,13,24,3,1,0.0098,0.0112,0.0109,0.0186,unknown,unknown
0.0562,8,23,2,1,0.0426,0.0491,0.0201,0.0391,unknown,unknown
0.22,10,24,2,1,0.19,0.1991,0.0237,0.0547,male,19-24
0.0694,8,15,1,1,0.0273,0.0356,0.0189,0.0239,male,13-18
0.0,8,26,2,2,0.0562,0.0476,0.0004,0.0004,unknown,unknown
0.0657,7,24,2,2,0.0426,0.0308,0.0888,0.0671,unknown,unknown
0.0157,7,25,1,1,0.024,0.029,0.0571,0.0722,male,25-30
0.0534,6,19,1,1,0.0396,0.0426,0.0112,0.0141,female,25-30
0.0396,15,28,2,1,0.0293,0.0399,0.0305,0.0415,unknown,unknown
0.0295,5,23,1,1,0.0385,0.0414,0.0476,0.0,female,41+
0.0365,9,6,3,3,0.0336,0.0159,0.0329,0.0317,unknown,unknown
0.0128,6,14,1,1,0.0273,0.0356,0.0123,0.0166,female,13-18
0.0283,11,27,1,1,0.0272,0.0305,0.0027,0.0039,unknown,unknown
0.0601,11,23,2,1,0.0426,0.0491,0.0264,0.0305,unknown,unknown
0.0,8,25,2,1,0.028,0.0346,0.0402,0.0492,unknown,0-12
0.19,9,23,2,1,0.1959,0.2017,0.0355,0.0383,male,31-40
0.0031,15,29,2,2,0.0128,0.0126,0.0269,0.0149,unknown,unknown
0.033,8,30,2,1,0.0425,0.0556,0.0055,0.0063,unknown,unknown
0.0,2,18,2,2,0.0499,0.043,0.002,0.0014,unknown,unknown
0.0351,10,22,2,1,0.0211,0.024,0.0561,0.067,unknown,unknown
0.0035,6,20,1,1,0.0258,0.0268,0.0,0.0,female,19-24
0.0932,10,26,2,1,0.0572,0.0613,0.0354,0.0474,unknown,unknown
0.0071,8,26,2,2,0.0426,0.0309,0.0222,0.003,male,19-24
0.2057,9,23,2,2,0.1419,0.1009,0.1124,0.0951,male,19-24
0.0776,6,14,1,1,0.0273,0.0356,0.0448,0.0455,male,13-18
0.0486,16,29,3,2,0.0381,0.0302,0.0534,0.0248,unknown,unknown
0.0855,7,21,1,1,0.0426,0.0491,0.0186,0.0131,male,25-30
0.0189,8,21,1,1,0.0338,0.0371,0.0113,0.0115,unknown,unknown
0.1489,10,28,2,1,0.0849,0.0895,0.036,0.0605,female,31-40
0.0667,11,22,2,1,0.0133,0.0167,0.0132,0.0112,male,0-12
0.1295,16,25,2,2,0.0228,0.013,0.0903,0.0152,male,25-30
0.0092,11,25,1,1,0.0273,0.0356,0.0123,0.0148,unknown,unknown
0.0105,11,22,1,1,0.0304,0.0285,0.0125,0.013,unknown,unknown
0.2314,11,25,2,1,0.0493,0.0553,0.0382,0.0376,male,19-24
0.0425,8,25,1,1,0.0426,0.0491,0.0337,0.0348,female,19-24
0.0294,10,24,1,1,0.0511,0.0472,0.028,0.0508,female,25-30
0.0756,6,23,2,1,0.0426,0.0491,0.0323,0.0709,unknown,unknown
0.0184,6,21,1,1,0.0384,0.0413,0.0165,0.0163,male,41+
0.1456,12,22,1,1,0.0533,0.0623,0.1366,0.1374,male,31-40
0.0673,5,23,2,1,0.0426,0.0491,0.051,0.0632,unknown,unknown
0.0095,4,18,2,2,0.0386,0.0294,0.0306,0.0228,unknown,unknown
0.0189,7,21,1,1,0.008,0.0073,0.0105,0.0134,male,19-24
0.0061,9,17,1,1,0.0273,0.0356,0.0189,0.0216,unknown,unknown
0.0187,7,23,1,1,0.0426,0.0491,0.0142,0.0156,male,0-12
0.0269,12,26,2,2,0.0494,0.0411,0.0665,0.0209,unknown,unknown
0.0177,14,28,2,2,0.0435,0.0225,0.0367,0.0234,male,19-24
0.0642,6,14,1,1,0.0273,0.0356,0.0271,0.0382,male,19-24
0.0,9,31,3,1,0.0386,0.0419,0.0148,0.0317,unknown,unknown
0.0,7,14,3,1,0.015,0.0126,0.021,0.0369,unknown,unknown
0.0228,10,26,1,1,0.0251,0.0371,0.0073,0.01,male,19-24
0.0283,16,29,2,2,0.0384,0.0312,0.2443,0.0136,female,31-40
0.3097,11,25,2,1,0.0767,0.0852,0.0262,0.1561,female,19-24
0.0333,12,29,1,1,0.0354,0.0617,0.0727,0.0903,unknown,unknown
0.0,7,16,3,3,0.0305,0.0116,0.0049,0.0,unknown,unknown
